circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta,cec_rounds
c7552,c7552_trojan68,PASS,PASS,1,2745.1,-1,0,2
c7552,c7552_trojan69,PASS,PASS,1,22093.2,-1,0,0
c7552,c7552_trojan6,PASS,PASS,0,1481.97,-1,0,1
c7552,c7552_trojan70,CEC_FAIL,PASS,0,3372.24,1,0,5
c7552,c7552_trojan71,PASS,PASS,1,21742.1,-1,0,0
c7552,c7552_trojan72,PASS,PASS,1,7401.68,-1,-2,0
c7552,c7552_trojan73,CEC_FAIL,PASS,5,104538,5,0,5
c7552,c7552_trojan74,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan75,PASS,PASS,1,14947.6,-1,0,0
c7552,c7552_trojan76,PASS,PASS,1,22348.6,-1,0,0
c7552,c7552_trojan77,PASS,PASS,0,1476.96,-1,0,0
c7552,c7552_trojan78,PASS,PASS,1,10175.7,-1,0,0
c7552,c7552_trojan79,PASS,PASS,1,22464.1,-1,0,0
c7552,c7552_trojan7,PASS,PASS,1,18063.2,-1,0,0
c7552,c7552_trojan80,PASS,PASS,1,18224.8,-1,0,0
c7552,c7552_trojan81,PASS,PASS,1,6527.33,-1,0,0
c7552,c7552_trojan82,PASS,PASS,2,3114.6,-1,0,1
c7552,c7552_trojan83,PASS,PASS,1,18596.8,-1,0,0
c7552,c7552_trojan84,PASS,PASS,1,22490.8,-1,0,0
c7552,c7552_trojan85,PASS,PASS,1,23635.9,-1,0,0
c7552,c7552_trojan86,PASS,PASS,1,2168.5,-1,0,0
c7552,c7552_trojan87,PASS,PASS,1,22826.3,-1,0,0
c7552,c7552_trojan88,PASS,PASS,1,16125,-1,0,0
c7552,c7552_trojan89,PASS,PASS,0,1645.23,-1,0,1
c7552,c7552_trojan8,PASS,PASS,1,23153.6,-1,0,0
c7552,c7552_trojan90,PASS,PASS,1,24400.2,-1,0,0
c7552,c7552_trojan91,PASS,PASS,1,19364.2,-1,0,0
c7552,c7552_trojan92,PASS,PASS,0,874.667,-1,0,0
c7552,c7552_trojan93,PASS,PASS,1,22858.6,-1,0,0
